id,timeframe,computed_at,best_params,net_sharpe,net_return,max_drawdown,n_trades,win_rate,param_grid_size,lookback_days,min_trades,eligible_candidates,total_candidates,status,rejection_reason,max_dd_used,rejected_by_min_trades,rejected_by_max_dd,rejected_by_both,max_trades_seen,best_dd_seen,folds_used,oos_trades,oos_win_rate,worst_fold_dd,rejected_oos_folds
302,30m,2026-03-04 21:07:02.005264+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",-0.10083547290597727,-0.006510477007292676,0.016644877599223833,14,0.35714285714285715,243,30,8,18,243,OK,,0.2,675,0,0,75,0,2,14,0.35714285714285715,0.016644877599223833,225
303,1m,2026-03-04 21:26:07.691533+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,18,243,OK,,0.5,585,9,0,178,0.009857579469954799,2,135,0.24444444444444444,0.06605601282231797,225
304,5m,2026-03-04 21:26:35.369368+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,36,0,199,0.04169103544329811,2,28,0.4642857142857143,0.022449984361740723,9
305,15m,2026-03-04 21:26:48.644345+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,351,6,0,94,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
306,30m,2026-03-04 21:26:55.338695+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",-0.10083547290597727,-0.006510477007292676,0.016644877599223833,14,0.35714285714285715,243,30,8,18,243,OK,,0.2,675,0,0,75,0,2,14,0.35714285714285715,0.016644877599223833,225
307,1m,2026-03-04 21:38:09.864194+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,21,243,OK,,0.5,585,6,0,178,0.01059829710947934,2,135,0.24444444444444444,0.06605601282231797,222
308,5m,2026-03-04 21:38:36.277748+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,72,36,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
309,15m,2026-03-04 21:38:49.674465+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,94,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
310,30m,2026-03-04 21:38:55.910655+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",-0.12914582198855135,-0.008582959646232508,0.020789842877103497,15,0.3333333333333333,243,30,8,18,243,OK,,0.2,675,0,0,75,0,2,15,0.3333333333333333,0.020789842877103497,225
311,1m,2026-03-04 21:47:53.070242+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,21,243,OK,,0.5,585,6,0,178,0.01059829710947934,2,135,0.24444444444444444,0.06605601282231797,222
312,5m,2026-03-04 21:48:25.85829+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,72,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
313,15m,2026-03-04 21:48:42.451457+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,94,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
314,30m,2026-03-04 21:48:47.693861+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",-0.12914582198855135,-0.008582959646232508,0.020789842877103497,15,0.3333333333333333,243,30,8,18,243,OK,,0.2,675,0,0,75,0,2,15,0.3333333333333333,0.020789842877103497,225
315,1m,2026-03-04 21:52:13.650261+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,21,243,OK,,0.5,585,6,0,178,0.01059829710947934,2,135,0.24444444444444444,0.06605601282231797,222
316,1m,2026-03-04 22:21:29.1836+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,21,243,OK,,0.5,594,6,0,172,0.01059829710947934,2,135,0.24444444444444444,0.06605601282231797,222
317,5m,2026-03-04 22:21:58.934798+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,72,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
318,15m,2026-03-04 22:22:09.946433+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
319,30m,2026-03-04 22:22:14.962426+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.18348217810362696,0.00558053240600254,0.013173802634875664,8,0.75,243,30,8,30,243,OK,,0.2,675,0,0,76,0,2,8,0.75,0.013173802634875664,213
320,1m,2026-03-04 22:39:43.666181+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,21,243,OK,,0.5,594,6,0,172,0.01059829710947934,2,135,0.24444444444444444,0.06605601282231797,222
321,5m,2026-03-04 22:40:03.559182+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,72,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
322,15m,2026-03-04 22:40:14.329648+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
323,30m,2026-03-04 22:40:18.699854+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.051810656936536525,0.0023461954991050894,0.013173802634875664,8,0.625,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,8,0.625,0.013173802634875664,207
324,1m,2026-03-04 23:45:15.291794+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,172,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
325,5m,2026-03-04 23:45:34.267454+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,72,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
326,15m,2026-03-04 23:45:43.682243+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
327,30m,2026-03-04 23:45:47.864006+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.16492278690204626,0.00850387133872638,0.013173802634875664,9,0.7777777777777778,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,9,0.7777777777777778,0.013173802634875664,207
328,1m,2026-03-05 00:12:28.461913+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
329,5m,2026-03-05 00:12:52.736764+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
330,15m,2026-03-05 00:13:02.251541+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
331,30m,2026-03-05 00:13:06.522609+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.16923222118173734,0.009087019347625073,0.013173802634875664,9,0.7777777777777778,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,9,0.7777777777777778,0.013173802634875664,207
332,1m,2026-03-05 00:41:01.036001+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
333,5m,2026-03-05 00:41:24.467336+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
334,15m,2026-03-05 00:41:35.588781+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
335,30m,2026-03-05 00:41:41.404072+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.16923222118173734,0.009087019347625073,0.013173802634875664,9,0.7777777777777778,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,9,0.7777777777777778,0.013173802634875664,207
336,1m,2026-03-05 00:44:38.3809+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
337,5m,2026-03-05 00:45:00.299539+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
338,15m,2026-03-05 00:45:12.879588+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
339,30m,2026-03-05 00:45:18.014196+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.16923222118173734,0.009087019347625073,0.013173802634875664,9,0.7777777777777778,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,9,0.7777777777777778,0.013173802634875664,207
340,1m,2026-03-05 00:56:32.008269+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
341,5m,2026-03-05 00:57:06.656612+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
342,15m,2026-03-05 00:57:24.870399+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
343,30m,2026-03-05 00:57:33.514956+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.16923222118173734,0.009087019347625073,0.013173802634875664,9,0.7777777777777778,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,9,0.7777777777777778,0.013173802634875664,207
344,1m,2026-03-05 01:04:25.826613+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
345,5m,2026-03-05 01:04:54.891844+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
346,15m,2026-03-05 01:05:09.580541+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
347,30m,2026-03-05 01:05:16.873879+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.206863888662067,0.013609688842722959,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
348,1m,2026-03-05 01:07:23.385967+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
349,5m,2026-03-05 01:08:02.426009+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
350,15m,2026-03-05 01:08:19.903334+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
351,30m,2026-03-05 01:08:27.325202+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.206863888662067,0.013609688842722959,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
352,1m,2026-03-05 01:11:15.016234+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
353,5m,2026-03-05 01:11:45.891512+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
354,15m,2026-03-05 01:12:02.219371+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
355,30m,2026-03-05 01:12:09.231637+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.206863888662067,0.013609688842722959,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
356,1m,2026-03-05 01:17:02.150572+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
357,5m,2026-03-05 01:17:25.276517+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
358,1m,2026-03-05 01:23:43.942184+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
359,5m,2026-03-05 01:24:11.177202+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
360,15m,2026-03-05 01:24:24.897472+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
361,30m,2026-03-05 01:24:30.82637+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.206863888662067,0.013609688842722959,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
362,1m,2026-03-05 01:29:53.420765+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
363,5m,2026-03-05 01:30:24.840681+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
364,15m,2026-03-05 01:30:42.981584+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
365,30m,2026-03-05 01:30:51.3597+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.20857173521403144,0.01389563694280083,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
366,1m,2026-03-05 01:32:53.908713+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
367,1m,2026-03-05 01:41:46.11663+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
368,5m,2026-03-05 01:42:12.662987+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
369,15m,2026-03-05 01:42:29.65572+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
370,30m,2026-03-05 01:42:39.595359+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.20857173521403144,0.01389563694280083,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
